,id,username,tweet,created_at
119,1234129146483073024,Teslaconomics,"Let the markets bleed!🩸 

Think of it this way, wouldn’t you like a discount when buying a new house?

Now wouldn’t you want the house even more, knowing it will bring positive CF and future growth?

And landlord is @elonmusk?

Let the algorithms bring it down!🔥

$TSLA #Tesla",2020-03-01 14:51:32
120,1234129207980167168,🐶Earl of Frunkpuppy🐶,"#Tesla #ModelY does fit adults in the back seat. My apologies. 

 https://t.co/bgdiVamUmC",2020-03-01 14:51:46
121,1234129427149283329,NovellaIta,#photooftheday #instagood #nofilter #tbt #igers #picoftheday #love #nature #swag #lifeisgood  #instapic #instadaily #selfie#instamood #bestoftheday #museum #history @MANNapoli giulierini @ Museo Archeologico di Napoli https://t.co/NYfG4UZW42,2020-03-01 14:52:39
122,1234130051261763584,Doncho Gunch≡𝕧 🍀 👻,"RT @28delayslater: #Tesla #ModelY does fit adults in the back seat. My apologies. 

 https://t.co/bgdiVamUmC",2020-03-01 14:55:07
123,1234130676624056320,Dr . Rohit,"After a longtime wet in rain #unexpectedrain #unplannedbikeride #naturesplan #funtimes #swag #lovingit #livingmybestlife #lifeisbeautiful #lifeisunpredictable #bliss @ Latur, Maharashtra, India https://t.co/OuGm6k2JJO",2020-03-01 14:57:37
124,1234132537259307008,Thorsten Heller,How the #Tesla big #battery has smoothed the transition to #zeroemissions #grid | @RenewEconomy https://t.co/IfoZrIuprr,2020-03-01 15:05:00
125,1234133248604663809,Jay in Shanghai 🇨🇳 特斯拉,"Exclusive video on the ground from Phase 2 at Tesla Gigafactory Shanghai. On bets on when Phase 2 will be completed? Comment below 👇👇 

#Tesla #TeslaChina #Gigafactory #GigaShanghai #China #特斯拉 #中国 $TSLA https://t.co/Nl2zMH5OVw",2020-03-01 15:07:50
126,1234134886438580224,Jewelry,RT @FlashJewelry: Rose Gold Plated Rope Lab Ruby #Ring https://t.co/y1ETdmiTcF #etsychaching #customjewelry #swag #rt #etsyhunter #etsyjewe…,2020-03-01 15:14:20
127,1234137628766699520,SeasonedTech #TechCoach,"Even when it’s dirty, I’ll take photos! #WhoDoesThat #Tesla #Model3 https://t.co/d1jL5DweJB",2020-03-01 15:25:14
128,1234137966307500032,I Spotted $TSLA $500,Another day. Another #tesla spontaneous combustion incident. The new Model Y is so square in the back by the way. https://t.co/05SOSeDefZ,2020-03-01 15:26:34
129,1234138828249714688,مجلة عالم التكنولوجيا,"مشروع شركة #Tesla السري الجديد لإنتاج البطاريات #Roadrunner

التفاصيل داخل اللينك.. https://t.co/1CpS3V9lNI

@Tesla

#مجلة_عالم_التكنولوجيا",2020-03-01 15:30:00
130,1234141172546719745,Vincent 🚀🟠,"Tesla Giga 3 Shanghai Phase 2 Construction Begins, Potentially For China-Made Model Y

$TSLA #Tesla #China #GF3 #ModelY 

https://t.co/aneXo3hddn",2020-03-01 15:39:19
131,1234141415711674368,TheTeslaLife,"The Fremont Police Dept was the first to add a #Tesla (a used #ModelS ) patrol car. In the two years since then, it has performed so well on duty that they are considering adding more electric vehicles to the fleet, including the upcoming #ModelY https://t.co/h2MiNHIJO2 https://t.co/uBqpYuA7Yp",2020-03-01 15:40:17
132,1234141474465382401,Mining Industry HR Council,"We're MiHR, We're Here! #PDAC2020 Booth 6508N. Get informed of our programming, and get your #swag before it's gone! https://t.co/7q0z4DHyAe",2020-03-01 15:40:31
133,1234142235731648512,Bridgett Wilbur,#Win #Bath #Body #GiftBasket #Swag #BookTour #Giveaway #BookBoost #Romantic #Suspense #MidnightSons @Author_Carmen https://t.co/LlQXsHdKal,2020-03-01 15:43:32
134,1234142244925390851,Witherman912,RT @spotted_model: Another day. Another #tesla spontaneous combustion incident. The new Model Y is so square in the back by the way. https:…,2020-03-01 15:43:35
135,1234145595369152513,Tesla Detroit,@DMC_Ryan My first and only @Tesla is a Model X. Didn't realize how many additional features it has that aren't available on other #Tesla models. I'm so used to the self presenting doors and ability to open them all from the display that it makes it impossible to drive anything else!,2020-03-01 15:56:53
136,1234146390600749071,Teslaliving,One of my favorite #Tesla pictures. @tesla @Speak_EV @evmeerkat #bot https://t.co/HawAEUpKMO,2020-03-01 16:00:03
137,1234147869935927296,Mike McGinnis,.@elonmusk thanks to you and @tesla for #DynoMode! @DragTimes #Tesla #EV 🍩🍩🍩 https://t.co/Z9qzf9A3HO,2020-03-01 16:05:56
138,1234149421375533058,Mikhail Rapoport,#Win $20 Amazon #Swag #BookTour #Giveaway #BookBoost #FREE #YA #Fantasy #College #NeverDateASiren #ByrdNash  https://t.co/vADQzdQt4L,2020-03-01 16:12:06
139,1234149952827383809,GLOCKENHOF ZÜRICH,📢You will arrive with your #Tesla? Welcome - With us you are right.❤️ We offer  you one of about 300 charging stations in #Switzerland!🇨🇭 👉Check In here https://t.co/Y21BzCj5T0 https://t.co/pnfAkw3wZG,2020-03-01 16:14:12
140,1234151380128075778,Julie Lundstrom,#Win $25 Amazon #Swag #BookTour #Giveaway #BookBoost #SciFi #Romance #Adventure #DefyingTheRelicHunter @Askole https://t.co/Z5EnCCD05m,2020-03-01 16:19:53
141,1234154057020956676,PureTesla,Quick #Tesla Tip: you can use voice command to fill search boxes! Check it out: https://t.co/O7Es7uvcfm,2020-03-01 16:30:31
142,1234154514535649283,TradersColony,"Tesla Supplier CATL Plans To Raise $2.85B To Expand Electric Battery Business $BAMXF $DDAIF $TSLA 
#tesla  https://t.co/H4K0AOJ6YN",2020-03-01 16:32:20
143,1234155192767143936,Maki Tori,"Un ami qui rentre hier, en @Tesla. Seretrouve au milieu des retours du ski. Embouteillage aux superchargeurs. Il se prend 2heures d'arrêt total. 
Parfaite illustration qu'il faut densifier le réseau, avant de pousser à la voiture électrique. #tesla #eletricvehicule #mobilite",2020-03-01 16:35:02
144,1234156448541794306,Family Health,"Top 10 Home Remedies To Cure MOUTH ULCERS
https://t.co/eWa0wZD7AV #tagfire #health #lifestyle #healthcare #healthy #beauty #love #LOL #twipu #food #Diet #happy #happiness #RT #BTS #swag #pain #smile #followme #style #cool #l4l #f4f #fun https://t.co/CkJg7bvBUH",2020-03-01 16:40:01
145,1234156854558760962,Joe Gambiste,"RT @vincent13031925: Tesla Giga 3 Shanghai Phase 2 Construction Begins, Potentially For China-Made Model Y

$TSLA #Tesla #China #GF3 #Model…",2020-03-01 16:41:38
146,1234157036000116736,TeslaModelTracker,"R, S, X ✅

3
🥁📽🍿31 Mar 2016
🚗28 Jul 2017
 —&gt; 484 days ✅

Semi
🥁📽🍿16 Nov 2017
🚛?
 —&gt; 836 days ⏰

Roadster2
🥁📽🍿16 Nov 2017
🏎?
 —&gt; 836 days ⏰

Y
🥁📽🍿15 Mar 2019
🚙?
 —&gt; 352 days ⏰

Cybrtrk
🥁📽🍿21 Nov 2019
🚚?
 —&gt; 101 days ⏰

#Tesla $tsla $tslaq",2020-03-01 16:42:21
147,1234162745848799238,umop ap!sdn,RT @PureTesla: Quick #Tesla Tip: you can use voice command to fill search boxes! Check it out: https://t.co/O7Es7uvcfm,2020-03-01 17:05:02
148,1234164506030292997,Vincent 🚀🟠,"Tesla China’s Preventative COVID-19 Measures Shows Focus On Customer Safety [Video]

$TSLA #Tesla #China 
https://t.co/S92MwXBeGN",2020-03-01 17:12:02
149,1234166824830369793,☀️ Itsgiamo ☀️,#pink #nike #shoes #sneakers #jeans #igersitalia #igdaily #igers #ig_italy #instagay #italy #italia #italianboy #italiangay #boy #me #swag #picoftheday #sunday #relax #dayoff #gay #gayboy #gayitaly #gayman #gaytwink… https://t.co/a5FurIlLZ6,2020-03-01 17:21:15
150,1234167120956551169,Third Row Tesla Podcast,"RT @vincent13031925: Tesla Giga 3 Shanghai Phase 2 Construction Begins, Potentially For China-Made Model Y

$TSLA #Tesla #China #GF3 #Model…",2020-03-01 17:22:26
151,1234167433822396417,Alex von Witzleben,"Hydrogen-power cars: Here’s what it’s like to drive one – Alastair Dalton | The Scotsman
https://t.co/CPO22Z45hg #Hydrogen #HydrogenNow #Hydrogen4Climate #ClimateActionNow #electriccar #ElectricCars #ElectricVehicles #EVs #Tesla #cars #autos #VW #Daimler #BMW #PSA #Renault",2020-03-01 17:23:40
152,1234168316308185088,Alex von Witzleben,Why Are Many Media Channels Dismissive Of Electric Vehicles — Teslas Included? https://t.co/6aDpI7UvIz #Trump digs #coal #GOP #ClimateActionNow #electriccar #ElectricCars #ElectricVehicles #EVs #Tesla #cars #autos #VW #Daimler #BMW #PSA #Renault #Citroen #Peugeot #Fiat #Volvo,2020-03-01 17:27:11
153,1234168753790869505,Reenath K Devadasan,"RT @vincent13031925: Tesla China’s Preventative COVID-19 Measures Shows Focus On Customer Safety [Video]

$TSLA #Tesla #China 
https://t.co…",2020-03-01 17:28:55
154,1234168849399975936,Marcy Meyer,#Win $25 Amazon #Swag #BookTour #Giveaway #BookBoost #SciFi #Romance #Adventure #DefyingTheRelicHunter @Askole https://t.co/R4sZ7nX4ay,2020-03-01 17:29:18
155,1234169690802597888,Martin Gaedt Provotainment & JobJackpot,RT @renew_economy: How the #Tesla big battery has smoothed the transition to zero emissions grid https://t.co/NeSpmBkZci @elonmusk,2020-03-01 17:32:38
156,1234169742736396288,Alex von Witzleben,"What history taught us about horses and electric cars
https://t.co/bLu5FX55Z4 #ClimateActionNow #electriccar #ElectricCars #ElectricVehicles #EVs #Tesla #cars #autos #VW #Daimler #BMW #PSA #Renault #Citroen #Peugeot #Fiat #Volvo #Opel",2020-03-01 17:32:51
157,1234170198279753728,Renaissance Man,"RT @vincent13031925: Tesla China’s Preventative COVID-19 Measures Shows Focus On Customer Safety [Video]

$TSLA #Tesla #China 
https://t.co…",2020-03-01 17:34:39
158,1234172668234141708,Eva Fox 🦊,"Tesla Model Y Interior Pictures and Info 👀

#Tesla #ModelY 
https://t.co/POsK75CPij",2020-03-01 17:44:28
159,1234172727969271809,Vincent 🚀🟠,"Pictures Update: 

Tesla Model Y Interior Pictures and More Info 

$TSLA #Tesla #ModelY

https://t.co/5kvOfX9Web",2020-03-01 17:44:42
160,1234173887606382592,JST,"RT @vincent13031925: Pictures Update: 

Tesla Model Y Interior Pictures and More Info 

$TSLA #Tesla #ModelY

https://t.co/5kvOfX9Web",2020-03-01 17:49:19
161,1234175037260824579,Mugsy Exposes GOP Stupidity 🚫🍊🤡,"@ClintonDesveaux @dianefrancis1 @elonmusk @Tesla @kimbal @EVNewsDaily @ElectrekCo @FullyChargedShw As much as I like @elonmusk &amp; #Tesla, that's still the ugliest stupid looking truck I've ever seen. It look like his 6 year old niece designed it. 🤦‍♂️",2020-03-01 17:53:53
162,1234175200830332929,🔗Vivian Okoy,"RT @TeslaMotorsClub: Tesla Model Y Caught Track Testing At Fremont, Cars In Production #ModelY #Tesla #TeslaModelY #Fremont https://t.co/zv…",2020-03-01 17:54:32
163,1234175848426745857,Jukka P.Seppälä,"RT @vincent13031925: Tesla China’s Preventative COVID-19 Measures Shows Focus On Customer Safety [Video]

$TSLA #Tesla #China 
https://t.co…",2020-03-01 17:57:06
164,1234176253122338816,1cleverminx,"Tesla mobile repair, scheduled for today, canx due 2 tech illness. I get that. What I don't get is starting the repair request process from square 1. This should just be a matter of changing the service date. Now scheduled 1 month post original request. @Tesla @Teslarati #Tesla",2020-03-01 17:58:43
165,1234176360136007684,NEOWIZ GLOBAL,"This is it, Day 4 of #PAXEast2020 is happening now!

Don’t miss your last chance to visit #23071, play Skul: The Hero Slayer &amp; Metal Unit, and grab some swag!

#WeAreNEOWIZ #gaming #skul #metalunit #IndieGameDev #indiegames #free #swag @HeroSkul @metal_unit https://t.co/d3V8p7dE0h",2020-03-01 17:59:08
166,1234176509478305793,Sufiy,#Tesla Solar Power Business Could Be Worth Billions https://t.co/3ClvYhhsyE,2020-03-01 17:59:44
167,1234176658883727361,Olhar Digital,"Há quase dois anos, precisamente em 23 de março de 2018, um acidente grave na Highway 101, rodovia dos EUA, vitimou um motorista de um #Tesla Model X

https://t.co/8mwxXqBQuD",2020-03-01 18:00:20
168,1234177184325132289,Mark Sanders,"Filling up with sunshine. 
#PV #solarpower #FreeEnergy #LotusElan #poweredbythesun #simpBMS feeding #Tesla #batteries nicely. https://t.co/8kg2JqSfCg",2020-03-01 18:02:25
169,1234177358808174594,Sufiy,"RT @kirillklip: Copper for Tesla Energy rEVolution

""Now we can talk about Copper for #Tesla Energy rEVolution &amp; EVs. TNR holds NSR Royalty…",2020-03-01 18:03:06
170,1234178227456946181,mrkspflr🧠,"RT @vincent13031925: Pictures Update: 

Tesla Model Y Interior Pictures and More Info 

$TSLA #Tesla #ModelY

https://t.co/5kvOfX9Web",2020-03-01 18:06:34
171,1234180593874804737,🐶Earl of Frunkpuppy🐶,"RT @vincent13031925: Pictures Update: 

Tesla Model Y Interior Pictures and More Info 

$TSLA #Tesla #ModelY

https://t.co/5kvOfX9Web",2020-03-01 18:15:58
172,1234181824508813313,Adam Klotz,"RT @vincent13031925: Pictures Update: 

Tesla Model Y Interior Pictures and More Info 

$TSLA #Tesla #ModelY

https://t.co/5kvOfX9Web",2020-03-01 18:20:51
173,1234182877694320640,Murphys Law Garage,"Listen to ""Tool Room Confessions Episode 5 - Cybertruck, Electric Hummer, Mach E rant number two"" from Tool Room Confessions on @anchor: https://t.co/DXNdAdO6OC #Tesla #Cybertruck #GM #Hummer #ElectricVehicles #mustangmache",2020-03-01 18:25:02
174,1234183670036082690,LP,Magnetic spin vortex - I am only delivering small amounts of linear force to the drive 🌪🛸🌍 #spaceship #soon #magnetic #spin #vortex #technology #physics #magnitism #electricity #eskomsepoes #freeenergy #greenenergy #newmethods #discovering #exploring #resonance #tesla #battery https://t.co/I3A30SE5oQ,2020-03-01 18:28:11
175,1234184131774427138,SEMODU,"“The #present is theirs; the #future, for which I really worked, is mine.” Nikola #Tesla - #quote #quoteoftheday #quotes",2020-03-01 18:30:01
176,1234184981544652800,Planwerk,"RT @stang2k: #ZSW: Bestand an E-Fahrzeugen wächst auf 7,9 Millionen Exemplare. Mit deutlichem Abstand führt das #Tesla #Model3 bei den Zula…",2020-03-01 18:33:24
177,1234185838852034561,Reenath K Devadasan,"RT @vincent13031925: Pictures Update: 

Tesla Model Y Interior Pictures and More Info 

$TSLA #Tesla #ModelY

https://t.co/5kvOfX9Web",2020-03-01 18:36:48
178,1234186561547362305,Jenn Fike,#Win #Bath #Body #GiftBasket #Swag #BookTour #Giveaway #BookBoost #Romantic #Suspense #MidnightSons @Author_Carmen https://t.co/EzUbHBZxtq,2020-03-01 18:39:41
179,1234187552636227584,Pranav Jain,"If you have eyes👀 look at me now...
 #street #streetstyle #streetphotography #cp #cannaughtplace #india #delhi #black #whight #shoes #glass #swag #looks #sundayfunday #light #lightroom #like #likeforlike… https://t.co/VPrku8weWa",2020-03-01 18:43:37
180,1234187615139553281,Taizun Tapia,"RT @vincent13031925: Pictures Update: 

Tesla Model Y Interior Pictures and More Info 

$TSLA #Tesla #ModelY

https://t.co/5kvOfX9Web",2020-03-01 18:43:52
181,1234187654582894594,ROBERTO,@ElectricJen FYI #Model3 on cover of Consumer Reports Best + Worst Car issue and #Tesla is answer to first clue in today’s New York Times mini crossword puzzle!,2020-03-01 18:44:01
182,1234188108415033345,Mara's Southern Kitchen,#Texas #selections @TitosVodka @ShinerBeer #swag #Cajun #CornedBeefandCabbage #TexasIndependenceDay https://t.co/8m6FMlGO1e https://t.co/6xUOj3I66Q,2020-03-01 18:45:49
183,1234188718719688704,Vincent 🚀🟠,"⚠️Breaking: 

Tesla Model 3 Registered In France 🇫🇷 Surged In February‼️

2nd Best Selling EV 🏆
Thx @TeslaLobby for the info

$TSLA #Tesla #Model3 #France

https://t.co/yIevMGBJCz",2020-03-01 18:48:15
184,1234188869643403264,Norbert Roettger,"""Die Zahl der menschlichen #Eingriffe bei #Autonomie-Fahrten von #Tesla laut der Übersicht: #null.""
Was nun #Daimler #BMW #Audi #VW ?
https://t.co/1zToyTIBUV",2020-03-01 18:48:51
185,1234189326856179715,Jenn Fike,#Win $10 GC #Swag #BookTour #Giveaway #BookBoost #SmallTown #Sweet #Romance #FREE #TutusandCowboyBoots @authorcasey https://t.co/XG9zD6gNmb,2020-03-01 18:50:40
186,1234189571203661824,Allt om Tesla,"Foton på Interiören på Tesla Model Y samt ännu ej släppta specifikationer. 
https://t.co/GiQVb9r07X

#Tesla #ModelY #elbil https://t.co/3H3IZ0N15e",2020-03-01 18:51:38
187,1234190447138000898,Tesla Club Italy,"Differenze e similarità tra #Tesla Model S e Model 3 in collaborazione tra https://t.co/9UgDsNUw1E e @TeslaClubItaly che ha portato alla creazione di questo video per una prova comparativa on the road. 😎
https://t.co/8m2GzJ6qc4 https://t.co/7zezxtL1eN",2020-03-01 18:55:07
188,1234190734015655937,budgetblindering,"#budgetblindering 
#blinderen 
#windowtinting 
#bmw 
#audi 
#mercedes 
#volkswagen 
#toyota 
#tesla 
#opel 
#ford 
#hundai 
#skoda 
#seat 
#selfie 
#amsterdam 
#denhaag 
#breda 
#rotterdam 
#nederland 
#utrecht… https://t.co/5RLy0x11eU",2020-03-01 18:56:15
189,1234192349275795456,™🐢,"»Das Nadelöhr zum Teslawerk

Der Kleinstadt Erkner droht der Verkehrsinfarkt und ein Ausweg ist bislang nicht in Sicht«
https://t.co/YJYiHRuMyg

Das Grünheide keinen Bahnhof hat erwähnte ich?
Ach, Hauptsache Fabrik ...
#tesla",2020-03-01 19:02:40
190,1234193705680199680,Schoolvscollege,"Follow @_school.vs.college_
Turn on notification 🙏
Follow @Schoolvscolleg1
#meme #sarcasm #bakchodi #chutiya #bakchod #chutiyapa 
#fun #funny #hutiyapa
#love #girl  #friends
#happy #picoftheday #swag #tbh #pertty #repost #art #cool
#bored #funnymemes #memes 
 #memesdailye https://t.co/eJoqlX58vw",2020-03-01 19:08:04
191,1234194120102567937,T E S L A U D I O,When @elonmusk hasn’t tweeted anything the last two days... #tesla #elonmusk https://t.co/ztnzED8Og5,2020-03-01 19:09:43
192,1234194794953486340,Chansoo Byeon,"Amazing. Thanks Vincent 👍
Buy a #Tesla today! https://t.co/sNta2yuEMH",2020-03-01 19:12:24
193,1234197723651416064,Enrico Buselli,"Change the way. Holiday different. Turn green. Experience the entirely different ‘Albergo Diffuso Volterra.’
https://t.co/S4g4dsw0BD
#tuscany #holiday #vegan #tourism #tesla #greenholidays #etruscans #homes #plantbased #crowdfunding #sustainabledevelopment #experience https://t.co/yIyYr1uEVC",2020-03-01 19:24:02
194,1234201611100196864,kOhmsLaw,"RT @EvaFoxU: Tesla Model Y Interior Pictures and Info 👀

#Tesla #ModelY 
https://t.co/POsK75CPij",2020-03-01 19:39:29
195,1234202100994859009,Magnus,"RT @AlltomTesla: Foton på Interiören på Tesla Model Y samt ännu ej släppta specifikationer. 
https://t.co/GiQVb9r07X

#Tesla #ModelY #elbil…",2020-03-01 19:41:25
196,1234202882393636866,Jonas TSLA ⚡️,"#Tesla-Thread: With each day passing, I learn things proving that Tesla is even more ahead of the other car-makers that I previously thought. As an example, two things I learned today. 1/4",2020-03-01 19:44:32
197,1234203497341575174,Trailer Park Orthopod™ 🍸🚍🍖,"@MHPoison1 @StSenka Dr. Fauci in yesterday’s “press conference.”

This is true Level V evidence. 

#swag https://t.co/WMTgZ23mKN",2020-03-01 19:46:58
198,1234203740984532992,Herman van Drie,@FibElliot123 @HenrikZeberg #Tesla - main target C or E = 477. https://t.co/99Vc8qJGiP,2020-03-01 19:47:56
199,1234204797504512001,Eva Fox 🦊,"Tesla Giga 4 Berlin is showing impressive progress, moving to the next level of construction 🚜🇩🇪 Bravo👏🏻

@Tesla @elonmusk 
#Tesla #GigaBerlin #Gf4 #gigafactory4 
@DerCaspar @Gf4Tesla @Silasfehe200 🙏🏻
https://t.co/crMRMIxBF6",2020-03-01 19:52:08
200,1234204805683404803,TheTeslaLife,Close up with a #ModelY production unit. Sterling Picton spotted a production-intent unit at a #Tesla Engineering Building in Fremont and shared a few great pictures https://t.co/sVFxfADhyl https://t.co/VlgyyK8pbm,2020-03-01 19:52:10
201,1234205430022316032,tesland,Einzelstück: Zum Cabrio umgebautes Tesla Model S in New York zu verkaufen #news-stream #tesla #unaice #contentautomation https://t.co/oOnKIbGJ1g,2020-03-01 19:54:39
202,1234206193813352448,Vincent 🚀🟠,"Tesla Gigafactory 4 Berlin 🇩🇪 Impressive Progress, Moving Toward Next Level Construction

$TSLA #Tesla #GF4 #Germany 
https://t.co/TpPJbPnTcV",2020-03-01 19:57:41
203,1234206462248919041,🌘♓️🚀🔋⚡️,"RT @vincent13031925: Tesla Gigafactory 4 Berlin 🇩🇪 Impressive Progress, Moving Toward Next Level Construction

$TSLA #Tesla #GF4 #Germany…",2020-03-01 19:58:45
204,1234207905102139392,G3NO,"RT @vincent13031925: Pictures Update: 

Tesla Model Y Interior Pictures and More Info 

$TSLA #Tesla #ModelY

https://t.co/5kvOfX9Web",2020-03-01 20:04:29
205,1234208069095084032,Nevan Read,"RT @vincent13031925: Tesla Gigafactory 4 Berlin 🇩🇪 Impressive Progress, Moving Toward Next Level Construction

$TSLA #Tesla #GF4 #Germany…",2020-03-01 20:05:08
206,1234208526693740548,J.Hillmann,"RT @vincent13031925: Tesla China’s Preventative COVID-19 Measures Shows Focus On Customer Safety [Video]

$TSLA #Tesla #China 
https://t.co…",2020-03-01 20:06:57
207,1234208793015140353,Mary R,"RT @vincent13031925: Pictures Update: 

Tesla Model Y Interior Pictures and More Info 

$TSLA #Tesla #ModelY

https://t.co/5kvOfX9Web",2020-03-01 20:08:01
208,1234209380955897856,E for Electric,"Weekly contributor Tom Moloughney ( @tommolog ) talks about what Tesla needs to fix to catch up to most other EVs. Why it's a problem and what you can do to get by for now: https://t.co/uf85g4BauP

#tesla #teslamodels #teslamodel3 #ev https://t.co/8OCt1e0KgR",2020-03-01 20:10:21
209,1234210236703150081,carlos manuel perez,RT @TheTeslaLife: Close up with a #ModelY production unit. Sterling Picton spotted a production-intent unit at a #Tesla Engineering Buildin…,2020-03-01 20:13:45
210,1234210989182156808,JuicyAppleNews,"Tesla disconnected autopilot from Model S after its resale / HB#autopilot #disconnected #model #resale #tesla
https://t.co/m8iwvzpVnX",2020-03-01 20:16:45
211,1234212464562184193,Mike Campese,"Be sure to visit the Mike Campese store, for all Cd’s and all #swag at https://t.co/slV3bqz60l.  #mikecampese https://t.co/rwOReEL0HL",2020-03-01 20:22:36
212,1234212556530544640,Jay in Shanghai 🇨🇳 特斯拉,"Phase 2 at Giga Shanghai is Tesla’s Model Y production. 
Check out @TimesTsla article.

https://t.co/p00LZx3h9L

#Tesla #TeslaChina #GigaShanghai #Gigafactory #ModelY #特斯拉 #中国 $TSLA https://t.co/CqUFNLKEHR",2020-03-01 20:22:58
213,1234213150083317761,Shehab Khaled,"‘Now’ is the best answer to any question starting with ‘when’

#fashion #style #stylish #love #me #me #cute #photooftheday #nails #hair #beauty #beautiful #instagood #pretty #swag #pink #girl #eyes #design #model… https://t.co/10Oy1mbvlL",2020-03-01 20:25:20
214,1234214366410612736,StocksInaBinder,@Tesla @elonmusk Does the #tesla #TMY have a hitch receiver or not? Yes or No Please.,2020-03-01 20:30:10
215,1234216359149658120,Teslectrics,"RT @vincent13031925: Tesla Gigafactory 4 Berlin 🇩🇪 Impressive Progress, Moving Toward Next Level Construction

$TSLA #Tesla #GF4 #Germany…",2020-03-01 20:38:05
216,1234218111517298688,Hasmukh J Parmar,"RT @MNXMovies: Land or water, one common footwear for all surfaces!
.
.
📹: Benjamin Forthun | IG
.
.
#Swag #WildChild #StayWild https://t.c…",2020-03-01 20:45:03
217,1234218348474486788,Thiago Pelonia,"Waffles🧇🐿️

 #patisserie #confeitaria #domingo #chuvoso #obrigadodeus #obrigadosenhor #confeitandocomamor #waffles #fraisier #color #pride #framboesa #chocolat #amora #nutella #follow #exotic #feed #swag #ilove #swag… https://t.co/bH7SexZ3pf",2020-03-01 20:45:59
218,1234218444544888832,🔋SydEV,A weekend away in an #EV? Noooo.  It can’t be!  @ScottMorrisonMP said so!  #ev #ausev #tesla #auspol https://t.co/yoCoHsDa7n,2020-03-01 20:46:22
219,1234218798946947073,🔗Vivian Okoy,RT @28delayslater: @elonmusk you should take the #Tesla Semi to Nurburgring to set the fastest lap for an EV (or any) semi truck. https://t…,2020-03-01 20:47:47
220,1234218957739085824,Eva Fox 🦊,"NASA is asking potential industry partners, including electric car companies, to submit ideas for a lunar terrain vehicle (LTV) that could one day transport astronauts across the lunar surface🌖

@Tesla @elonmusk @NASA 
#Tesla 
https://t.co/bjRIZGUaZ7",2020-03-01 20:48:24
221,1234219426838433795,ePionier⚡️sᴉɹɥɔ,#Tesla #ModelY: first look at early electric SUV shows impressive fit and finish https://t.co/9KCs9wEFFw,2020-03-01 20:50:16
222,1234223693489999874,Aydıncan,"@mrleetesla @LikeTeslaKim @seanmmitchell @vincent13031925 well apparently #Tesla #ModelY has USB-c ports, if I see it correctly it‘s #usbc",2020-03-01 21:07:13
223,1234223767968083968,archived,@meowrails #swag #yol,2020-03-01 21:07:31
224,1234224745228443651,Tesla Pittsburgh,"No idea what that plate means, but I see you Neighbor! #Wexford #Pittsburgh #Tesla https://t.co/tNMP0S2sU1",2020-03-01 21:11:24
225,1234225972901240834,Keondra,"RT @vincent13031925: Tesla Gigafactory 4 Berlin 🇩🇪 Impressive Progress, Moving Toward Next Level Construction

$TSLA #Tesla #GF4 #Germany…",2020-03-01 21:16:17
226,1234226198139375616,🔋LivingTesla🔋,"New Video: @getjeda vs Taptes USB Hub Showdown
👉https://t.co/1DUZuN1eNe👈
We take a deep dive into the difference between these seemingly identical devices. What's inside is clearly not identical.
❓Do you use one of these hubs❓ Tell us which👇
#USB #Model3 #Tesla #TeslaModel3 https://t.co/e3XRZv7gpb",2020-03-01 21:17:11
227,1234230342896234498,Gordon Chaffin,Pro-Tip: Keep your LinkedIn profile picture on point because  folks with big audiences like @UC_Show will use it as their Youtube thumbnail. https://t.co/XPrGdJ1sp1 #ElectricVehicles #ClimateAction #Scooters #ElonMusk #Tesla #GreenNewDeal #EVs https://t.co/xtxQTWFhWt,2020-03-01 21:33:39
228,1234231954410819586,Fatalilla e il principe Smeraldo,"Nel ruolo di “STREGAELFA”, dalla Bellissima Ambra Orfei. Abito realizzato dalla Stilista Patrizia Farinelli. 🌟 #amazing #style #100likes #nofilter #bestoftheday #50likes #instacool #instafollow #swag #followforfollow #ig_today #fitness #f4f #l4l #beauty #pretty #music #toptags https://t.co/PQ3Q9tMWHm",2020-03-01 21:40:03
229,1234232687533031426,Vincent 🚀🟠,"⚠️⚠️Important Update⚠️⚠️

Minister of Economics Jörg Steinbach Expects Tesla Gigafactory 4 Berlin 🇩🇪 Groundbreaking in 2nd half of March (this month), Wishes @ElonMusk To Attend‼️

Will you be there Elon? 

$TSLA #Tesla #GF4 #Germany 
https://t.co/RKSgVxslqY",2020-03-01 21:42:58
230,1234234643773157377,V.ALEXANDER,#Win $25 Amazon #Swag #BookTour #Giveaway #BookBoost #SciFi #Romance #Adventure #DefyingTheRelicHunter @Askole https://t.co/cP3odaRvxV,2020-03-01 21:50:44
231,1234235309417648128,Robert McLaughlin,"RT @renew_economy: #Tesla big battery delivered $116 million in market savings in 2019, says new report  @elonmusk https://t.co/gNyWvvragE",2020-03-01 21:53:23
232,1234236423856906243,YHAKZ €9,"RT @vincent13031925: Pictures Update: 

Tesla Model Y Interior Pictures and More Info 

$TSLA #Tesla #ModelY

https://t.co/5kvOfX9Web",2020-03-01 21:57:49
233,1234237061361754112,Dreams of Mars 2049,Fighting Floods &amp; Fossil Fuels In Texas (Video) https://t.co/kIjrPN3gjn #TeamElon $TSLA #Tesla,2020-03-01 22:00:21
